,L1,L2,L3,L4,Counterion,Abbreviation_in_the_article,IC50Dark(M*10^-6),IC50Dark_standard_error(M*10^-6),IC50Light(M*10^-6),IC50Light_standard_error(M*10^-6),Excitation_Wavelength(nm),Irradiation_Time(minutes),Irradiation_Power(W*m^-2),Cell_line,Time(h),DOI,Year,Comments
2414,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr1,1.31,0.05,,,,,,KCP4,48.0,10.1039/C8SC01142G,2018,
2415,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr1,1.16,0.02,,,,,,KB-C2,48.0,10.1039/C8SC01142G,2018,
2416,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr1,1.05,0.05,,,,,,KB-CV60,48.0,10.1039/C8SC01142G,2018,
2417,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr1,1.43,0.05,,,,,,KB/ATO,48.0,10.1039/C8SC01142G,2018,
2418,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr1,1.57,0.07,,,,,,MCF-7,48.0,10.1039/C8SC01142G,2018,
2419,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr1,1.62,0.05,,,,,,MCF-7/DOX,48.0,10.1039/C8SC01142G,2018,
2420,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr1,1.5,0.02,,,,,,A549,48.0,10.1039/C8SC01142G,2018,
2421,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr1,0.48,0.02,,,,,,A549cisR,48.0,10.1039/C8SC01142G,2018,
2422,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr1,0.95,0.05,,,,,,HeLa,48.0,10.1039/C8SC01142G,2018,
2423,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr1,1.68,0.09,,,,,,HCT-116,48.0,10.1039/C8SC01142G,2018,
2424,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr1,1.55,0.08,,,,,,HepG2,48.0,10.1039/C8SC01142G,2018,
2425,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr1,1.79,0.08,,,,,,BEL-7402,48.0,10.1039/C8SC01142G,2018,
2426,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr1,16.4,0.32,,,,,,HL-7702,48.0,10.1039/C8SC01142G,2018,
2427,[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr1,3.11,0.11,,,,,,HEK293,48.0,10.1039/C8SC01142G,2018,
2428,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,1.57,0.04,,,,,,BEL-7404,48.0,10.1039/C8SC01142G,2018,
2429,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,2.23,0.08,,,,,,BEL-7404R,48.0,10.1039/C8SC01142G,2018,
2430,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,1.3,0.09,,,,,,NCI-H460,48.0,10.1039/C8SC01142G,2018,
2431,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,1.45,0.09,,,,,,H460/MX20,48.0,10.1039/C8SC01142G,2018,
2432,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,1.75,0.06,,,,,,SW620,48.0,10.1039/C8SC01142G,2018,
2433,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,7.38,0.11,,,,,,SW620/AD300,48.0,10.1039/C8SC01142G,2018,
2434,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,2.54,0.05,,,,,,SK-OV-3,48.0,10.1039/C8SC01142G,2018,
2435,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,2.86,0.06,,,,,,SKOV/Pt,48.0,10.1039/C8SC01142G,2018,
2436,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,1.35,0.04,,,,,,KB-3-1,48.0,10.1039/C8SC01142G,2018,
2437,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,1.74,0.07,,,,,,KCP4,48.0,10.1039/C8SC01142G,2018,
2438,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,1.76,0.04,,,,,,KB-C2,48.0,10.1039/C8SC01142G,2018,
2439,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,1.56,0.06,,,,,,KB-CV60,48.0,10.1039/C8SC01142G,2018,
2440,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,1.88,0.03,,,,,,KB/ATO,48.0,10.1039/C8SC01142G,2018,
2441,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,1.88,0.06,,,,,,MCF-7,48.0,10.1039/C8SC01142G,2018,
2442,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,1.92,0.04,,,,,,MCF-7/DOX,48.0,10.1039/C8SC01142G,2018,
2443,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,2.85,0.09,,,,,,A549,48.0,10.1039/C8SC01142G,2018,
2444,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,0.75,0.05,,,,,,A549cisR,48.0,10.1039/C8SC01142G,2018,
2445,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,0.75,0.06,,,,,,HeLa,48.0,10.1039/C8SC01142G,2018,
2446,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,1.27,0.1,,,,,,HCT-116,48.0,10.1039/C8SC01142G,2018,
2447,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,1.78,0.08,,,,,,HepG2,48.0,10.1039/C8SC01142G,2018,
2448,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,2.35,0.11,,,,,,BEL-7402,48.0,10.1039/C8SC01142G,2018,
2449,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,8.88,0.22,,,,,,HL-7702,48.0,10.1039/C8SC01142G,2018,
2450,Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr2,3.42,0.15,,,,,,HEK293,48.0,10.1039/C8SC01142G,2018,
2451,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,1.82,0.04,,,,,,BEL-7404,48.0,10.1039/C8SC01142G,2018,
2452,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,2.01,0.09,,,,,,BEL-7404R,48.0,10.1039/C8SC01142G,2018,
2453,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,1.71,0.16,,,,,,NCI-H460,48.0,10.1039/C8SC01142G,2018,
2454,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,1.78,0.09,,,,,,H460/MX20,48.0,10.1039/C8SC01142G,2018,
2455,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,2.12,0.09,,,,,,SW620,48.0,10.1039/C8SC01142G,2018,
2456,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,3.86,0.09,,,,,,SW620/AD300,48.0,10.1039/C8SC01142G,2018,
2457,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,2.37,0.09,,,,,,SK-OV-3,48.0,10.1039/C8SC01142G,2018,
2458,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,2.84,0.21,,,,,,SKOV/Pt,48.0,10.1039/C8SC01142G,2018,
2459,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,1.41,0.05,,,,,,KB-3-1,48.0,10.1039/C8SC01142G,2018,
2460,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,1.21,0.06,,,,,,KCP4,48.0,10.1039/C8SC01142G,2018,
2461,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,1.52,0.05,,,,,,KB-C2,48.0,10.1039/C8SC01142G,2018,
2462,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,1.68,0.07,,,,,,KB-CV60,48.0,10.1039/C8SC01142G,2018,
2463,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,1.97,0.08,,,,,,KB/ATO,48.0,10.1039/C8SC01142G,2018,
2464,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,1.14,0.06,,,,,,MCF-7,48.0,10.1039/C8SC01142G,2018,
2465,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,1.33,0.03,,,,,,MCF-7/DOX,48.0,10.1039/C8SC01142G,2018,
2466,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,2.15,0.11,,,,,,A549,48.0,10.1039/C8SC01142G,2018,
2467,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,0.64,0.05,,,,,,A549cisR,48.0,10.1039/C8SC01142G,2018,
2468,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,1.54,0.02,,,,,,HeLa,48.0,10.1039/C8SC01142G,2018,
2469,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,1.6,0.09,,,,,,HCT-116,48.0,10.1039/C8SC01142G,2018,
2470,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,4.92,0.12,,,,,,HepG2,48.0,10.1039/C8SC01142G,2018,
2471,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,2.3,0.12,,,,,,BEL-7402,48.0,10.1039/C8SC01142G,2018,
2472,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,10.01,0.2,,,,,,HL-7702,48.0,10.1039/C8SC01142G,2018,
2473,[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,3.03,0.08,,,,,,HEK293,48.0,10.1039/C8SC01142G,2018,
2474,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,1.97,0.08,,,,,,BEL-7404,48.0,10.1039/C8SC01142G,2018,
2475,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,2.06,0.04,,,,,,BEL-7404R,48.0,10.1039/C8SC01142G,2018,
2476,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,2.12,0.11,,,,,,NCI-H460,48.0,10.1039/C8SC01142G,2018,
2477,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,2.01,0.08,,,,,,H460/MX20,48.0,10.1039/C8SC01142G,2018,
2478,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,3.24,0.11,,,,,,SW620,48.0,10.1039/C8SC01142G,2018,
2479,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,3.16,0.08,,,,,,SW620/AD300,48.0,10.1039/C8SC01142G,2018,
2480,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,2.91,0.06,,,,,,SK-OV-3,48.0,10.1039/C8SC01142G,2018,
2481,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,3.16,0.2,,,,,,SKOV/Pt,48.0,10.1039/C8SC01142G,2018,
2482,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,2.03,0.09,,,,,,KB-3-1,48.0,10.1039/C8SC01142G,2018,
2483,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,1.57,0.05,,,,,,KCP4,48.0,10.1039/C8SC01142G,2018,
2484,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,1.66,0.06,,,,,,KB-C2,48.0,10.1039/C8SC01142G,2018,
2485,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,2.21,0.13,,,,,,KB-CV60,48.0,10.1039/C8SC01142G,2018,
2486,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,2.21,0.08,,,,,,KB/ATO,48.0,10.1039/C8SC01142G,2018,
2487,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,1.42,0.05,,,,,,MCF-7,48.0,10.1039/C8SC01142G,2018,
2488,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,1.52,0.01,,,,,,MCF-7/DOX,48.0,10.1039/C8SC01142G,2018,
2489,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,2.44,0.1,,,,,,A549,48.0,10.1039/C8SC01142G,2018,
2490,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,0.82,0.07,,,,,,A549cisR,48.0,10.1039/C8SC01142G,2018,
2491,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,1.55,0.07,,,,,,HeLa,48.0,10.1039/C8SC01142G,2018,
2492,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,1.85,0.08,,,,,,HCT-116,48.0,10.1039/C8SC01142G,2018,
2493,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,4.38,0.12,,,,,,HepG2,48.0,10.1039/C8SC01142G,2018,
2494,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,2.0,0.06,,,,,,BEL-7402,48.0,10.1039/C8SC01142G,2018,
2495,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,15.63,0.28,,,,,,HL-7702,48.0,10.1039/C8SC01142G,2018,
2496,[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,4.12,0.2,,,,,,HEK293,48.0,10.1039/C8SC01142G,2018,
2497,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,17.5,1.1,,,,,,A498,72.0,10.1039/C7SC00311K,2017,
2498,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,23.9,1.1,,,,,,HEK293,72.0,10.1039/C7SC00311K,2017,
2499,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,14.7,1.1,,,,,,MDA-MB-231,72.0,10.1039/C7SC00311K,2017,
2500,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,20.6,1.5,,,,,,MCF-7,72.0,10.1039/C7SC00311K,2017,
2501,Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,29.7,1.2,,,,,,T47D,72.0,10.1039/C7SC00311K,2017,
